Date : 2025-11-28 01:59:51
Directory : c:\Users\karen\Armor Echo\Assets\Scenes\Single\Game\Scripts
Total : 404 files,  -59885 codes, -6823 comments, -11434 blanks, all -78142 lines

Languages
+-------------+------------+------------+------------+------------+------------+
| language    | files      | code       | comment    | blank      | total      |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\Suimono_DistanceBlur.cs                                                                                                         | C#          |        -67 |         -8 |        -38 |       -113 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\Suimono_ShorelineObject.cs                                                                                                      | C#          |       -226 |        -28 |        -73 |       -327 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\Suimono_UnderwaterFog.cs                                                                                                        | C#          |       -249 |        -16 |        -78 |       -343 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\cameraCausticsHandler.cs                                                                                                        | C#          |        -56 |         -5 |        -31 |        -92 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\cameraTools.cs                                                                                                                  | C#          |       -402 |        -49 |       -147 |       -598 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\fx_EffectObject.cs                                                                                                              | C#          |       -338 |        -60 |       -154 |       -552 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\fx_EffectTrail.cs                                                                                                               | C#          |        -14 |       -204 |         -7 |       -225 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\fx_buoyancy.cs                                                                                                                  | C#          |       -182 |        -45 |        -78 |       -305 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\fx_causticModule.cs                                                                                                             | C#          |        -45 |         -3 |        -16 |        -64 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\fx_causticObject.cs                                                                                                             | C#          |        -41 |         -6 |        -18 |        -65 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\fx_soundModule.cs                                                                                                               | C#          |        -11 |          0 |         -5 |        -16 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\utility_AdjustCulling.cs                                                                                                        | C#          |        -25 |         -4 |         -8 |        -37 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\utility_ConvertToSurface.cs                                                                                                     | C#          |        -74 |         -9 |        -31 |       -114 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\utility_EventTrigger.cs                                                                                                         | C#          |        -16 |         -5 |         -7 |        -28 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SCRIPTS\utility_SaveMesh.cs                                                                                                             | C#          |        -32 |         -8 |        -20 |        -60 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_FX_Depth.shader                                                                                                        | UnityShader |        -53 |         -8 |        -17 |        -78 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_FX_Fog.shader                                                                                                          | UnityShader |       -114 |        -15 |        -33 |       -162 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_FX_NormalBlend.shader                                                                                                  | UnityShader |        -54 |         -1 |        -17 |        -72 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_FX_ShorelineObject.shader                                                                                              | UnityShader |        -21 |          0 |         -7 |        -28 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_FX_WakeMask.shader                                                                                                     | UnityShader |        -49 |         -1 |        -15 |        -65 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_clearfx.shader                                                                                                         | UnityShader |        -31 |         -1 |        -12 |        -44 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_depthmask.shader                                                                                                       | UnityShader |         -8 |        -10 |         -5 |        -23 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_depthmask2.shader                                                                                                      | UnityShader |        -30 |         -4 |        -11 |        -45 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_effect_reflect.shader                                                                                                  | UnityShader |        -36 |         -4 |        -58 |        -98 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_effect_splash.shader                                                                                                   | UnityShader |       -115 |        -11 |        -65 |       -191 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_particleAlpha.shader                                                                                                   | UnityShader |        -83 |         -3 |        -24 |       -110 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_particleAlphaOverlay.shader                                                                                            | UnityShader |        -38 |        -11 |        -23 |        -72 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_surface.shader                                                                                                         | UnityShader |        -65 |         -3 |        -28 |        -96 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_surface_scale.shader                                                                                                   | UnityShader |        -55 |         -2 |        -24 |        -81 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\Suimono2_surface_under.shader                                                                                                   | UnityShader |        -59 |         -3 |        -29 |        -91 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\SuimonoDepth.shader                                                                                                             | UnityShader |        -50 |         -4 |        -23 |        -77 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\SuimonoDepthMask.shader                                                                                                         | UnityShader |        -52 |         -8 |        -22 |        -82 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\SuimonoDistanceBlur.shader                                                                                                      | UnityShader |       -166 |         -8 |        -61 |       -235 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\SuimonoDistanceBlur_orig.shader                                                                                                 | UnityShader |        -44 |         -3 |        -24 |        -71 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\SuimonoFunctionLibrary.cginc                                                                                                    | UnityShader |       -611 |       -154 |       -203 |       -968 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\SHADERS\SuimonoUnderwaterFog.shader                                                                                                     | UnityShader |       -281 |        -44 |       -124 |       -449 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\GUI\guiFPS.cs                                                                                                                     | C#          |        -94 |        -16 |        -46 |       -156 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\OBJECTS\Shaders\Reflect-BumpSpec.shader                                                                                           | UnityShader |        -45 |          0 |        -10 |        -55 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\OBJECTS\Shaders\Suimono2_Demo_HairSpec.shader                                                                                     | UnityShader |        -42 |         -1 |         -9 |        -52 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\OBJECTS\Shaders\Suimono2_Demo_Skin.shader                                                                                         | UnityShader |        -81 |         -7 |        -46 |       -134 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\OBJECTS\Shaders\Suimono2_ReflectBumpSpecDouble.shader                                                                             | UnityShader |        -45 |          0 |        -11 |        -56 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS\sui_demo_ControllerBoat.cs                                                                                                | C#          |       -270 |        -92 |       -110 |       -472 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS\sui_demo_ControllerCharacter.cs                                                                                           | C#          |       -421 |        -99 |       -129 |       -649 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS\sui_demo_ControllerMaster.cs                                                                                              | C#          |        -66 |         -7 |        -27 |       -100 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS\sui_demo_ControllerOrbit.cs                                                                                               | C#          |       -188 |        -75 |        -82 |       -345 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS\sui_demo_InputController.cs                                                                                               | C#          |        -36 |         -9 |        -19 |        -64 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS\sui_demo_LightHandler.cs                                                                                                  | C#          |        -28 |         -5 |        -19 |        -52 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS\sui_demo_animBoat.cs                                                                                                      | C#          |       -131 |        -12 |        -37 |       -180 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS\sui_demo_animCharacter.cs                                                                                                 | C#          |       -231 |        -39 |        -89 |       -359 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS\sui_demo_trigger.cs                                                                                                       | C#          |       -122 |        -12 |        -61 |       -195 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS\ui_suimonoFps.cs                                                                                                          | C#          |        -34 |         -3 |        -16 |        -53 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\SCRIPTS\ui_suimonoHandler.cs                                                                                                      | C#          |        -32 |         -9 |        -22 |        -63 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\TERRAIN\Shaders\suimono2_demo_flora_double.shader                                                                                 | UnityShader |        -46 |         -8 |        -11 |        -65 |
| c:\Users\karen\Armor Echo\Assets\SUIMONO - WATER SYSTEM 2\_DEMO\TERRAIN\Shaders\suimono2_demo_flora_single.shader                                                                                 | UnityShader |        -83 |        -17 |        -19 |       -119 |
| c:\Users\karen\Armor Echo\Assets\Scenes\Settings\SceneNames.cs                                                                                                                                    | C#          |         -7 |          0 |          0 |         -7 |
| c:\Users\karen\Armor Echo\Assets\Serilog.Sinks.Unity3D\CHANGELOG.md                                                                                                                               | Markdown    |         -4 |          0 |         -1 |         -5 |
| c:\Users\karen\Armor Echo\Assets\Serilog.Sinks.Unity3D\ILoggerExtensions.cs                                                                                                                       | C#          |         -8 |        -10 |         -2 |        -20 |
| c:\Users\karen\Armor Echo\Assets\Serilog.Sinks.Unity3D\Serilog.Sinks.Unity3D.asmdef                                                                                                               | JSON        |        -16 |          0 |          0 |        -16 |
| c:\Users\karen\Armor Echo\Assets\Serilog.Sinks.Unity3D\Unity3DLogEventSink.cs                                                                                                                     | C#          |        -62 |          0 |         -9 |        -71 |
| c:\Users\karen\Armor Echo\Assets\Serilog.Sinks.Unity3D\UnityObjectEnricher.cs                                                                                                                     | C#          |        -14 |          0 |         -5 |        -19 |
| c:\Users\karen\Armor Echo\Assets\Serilog.Sinks.Unity3D\UnitySinkExtensions.cs                                                                                                                     | C#          |        -44 |        -25 |         -8 |        -77 |
| c:\Users\karen\Armor Echo\Assets\Serilog.Sinks.Unity3D\UnityTagEnricher.cs                                                                                                                        | C#          |        -14 |          0 |         -5 |        -19 |
| c:\Users\karen\Armor Echo\Assets\Serilog.Sinks.Unity3D\package.json                                                                                                                               | JSON        |        -15 |          0 |          0 |        -15 |
| c:\Users\karen\Armor Echo\Assets\SlimUI\Editor\SlimUIWindow.cs                                                                                                                                    | C#          |        -10 |          0 |         -3 |        -13 |
| c:\Users\karen\Armor Echo\Assets\SlimUI\Modern Menu 1\Scripts\Audio\CheckMusicVolume.cs                                                                                                           | C#          |        -12 |         -1 |         -2 |        -15 |
| c:\Users\karen\Armor Echo\Assets\SlimUI\Modern Menu 1\Scripts\Audio\CheckSFXVolume.cs                                                                                                             | C#          |        -13 |         -1 |         -2 |        -16 |
| c:\Users\karen\Armor Echo\Assets\SlimUI\Modern Menu 1\Scripts\Managers\UIMenuManager.cs                                                                                                           | C#          |       -245 |         -4 |        -41 |       -290 |
| c:\Users\karen\Armor Echo\Assets\SlimUI\Modern Menu 1\Scripts\Managers\UISettingsManager.cs                                                                                                       | C#          |       -367 |        -18 |        -47 |       -432 |
| c:\Users\karen\Armor Echo\Assets\SlimUI\Modern Menu 1\Scripts\Misc\ExtraLinks.cs                                                                                                                  | C#          |        -17 |          0 |         -5 |        -22 |
| c:\Users\karen\Armor Echo\Assets\SlimUI\Modern Menu 1\Scripts\Misc\ResetDemo.cs                                                                                                                   | C#          |        -11 |          0 |         -2 |        -13 |
| c:\Users\karen\Armor Echo\Assets\SlimUI\Modern Menu 1\Scripts\ThemeEditor\ThemedUI.cs                                                                                                             | C#          |        -16 |          0 |         -7 |        -23 |
| c:\Users\karen\Armor Echo\Assets\SlimUI\Modern Menu 1\Scripts\ThemeEditor\ThemedUIData.cs                                                                                                         | C#          |        -33 |          0 |         -5 |        -38 |
| c:\Users\karen\Armor Echo\Assets\SlimUI\Modern Menu 1\Scripts\ThemeEditor\ThemedUIElement.cs                                                                                                      | C#          |        -26 |          0 |         -5 |        -31 |
| c:\Users\karen\Armor Echo\Assets\TerrainSampleAssets\ShaderGraphs\CustomFunctions\CustomLighting.hlsl                                                                                             | UnityShader |        -29 |         -1 |         -2 |        -32 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark01.cs                                                                                                            | C#          |        -63 |        -29 |        -37 |       -129 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark01_UGUI.cs                                                                                                       | C#          |        -59 |        -37 |        -40 |       -136 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark02.cs                                                                                                            | C#          |        -64 |         -6 |        -27 |        -97 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark03.cs                                                                                                            | C#          |        -72 |         -1 |        -19 |        -92 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\Benchmark04.cs                                                                                                            | C#          |        -40 |        -26 |        -19 |        -85 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\CameraController.cs                                                                                                       | C#          |       -196 |        -25 |        -69 |       -290 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\ChatController.cs                                                                                                         | C#          |        -31 |         -5 |        -16 |        -52 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\DropdownSample.cs                                                                                                         | C#          |        -15 |          0 |         -5 |        -20 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\EnvMapAnimator.cs                                                                                                         | C#          |        -23 |         -4 |         -9 |        -36 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\ObjectSpin.cs                                                                                                             | C#          |        -49 |         -4 |        -13 |        -66 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\ShaderPropAnimator.cs                                                                                                     | C#          |        -33 |         -5 |        -14 |        -52 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\SimpleScript.cs                                                                                                           | C#          |        -23 |        -15 |        -20 |        -58 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\SkewTextExample.cs                                                                                                        | C#          |        -97 |        -18 |        -45 |       -160 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_DigitValidator.cs                                                                                                     | C#          |        -18 |         -5 |         -4 |        -27 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_ExampleScript_01.cs                                                                                                   | C#          |        -34 |         -9 |        -19 |        -62 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_FrameRateCounter.cs                                                                                                   | C#          |        -90 |        -11 |        -33 |       -134 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_PhoneNumberValidator.cs                                                                                               | C#          |        -92 |         -7 |         -6 |       -105 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextEventCheck.cs                                                                                                     | C#          |        -56 |         -1 |        -17 |        -74 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextEventHandler.cs                                                                                                   | C#          |       -172 |        -36 |        -56 |       -264 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextInfoDebugTool.cs                                                                                                  | C#          |       -408 |        -97 |       -147 |       -652 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextSelector_A.cs                                                                                                     | C#          |        -98 |        -17 |        -41 |       -156 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_TextSelector_B.cs                                                                                                     | C#          |       -246 |       -191 |       -107 |       -544 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TMP_UiFrameRateCounter.cs                                                                                                 | C#          |        -95 |         -1 |        -28 |       -124 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TMPro_InstructionOverlay.cs                                                                                               | C#          |        -54 |         -6 |        -24 |        -84 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TeleType.cs                                                                                                               | C#          |        -40 |        -15 |        -28 |        -83 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TextConsoleSimulator.cs                                                                                                   | C#          |        -79 |        -13 |        -31 |       -123 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TextMeshProFloatingText.cs                                                                                                | C#          |       -133 |        -32 |        -57 |       -222 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\TextMeshSpawner.cs                                                                                                        | C#          |        -45 |        -13 |        -21 |        -79 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexColorCycler.cs                                                                                                      | C#          |        -49 |        -13 |        -23 |        -85 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexJitter.cs                                                                                                           | C#          |       -106 |        -26 |        -43 |       -175 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexShakeA.cs                                                                                                           | C#          |       -100 |        -23 |        -38 |       -161 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexShakeB.cs                                                                                                           | C#          |       -113 |        -29 |        -43 |       -185 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\VertexZoom.cs                                                                                                             | C#          |       -112 |        -32 |        -49 |       -193 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Examples & Extras\Scripts\WarpTextExample.cs                                                                                                        | C#          |        -90 |        -15 |        -41 |       -146 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\SDFFunctions.hlsl                                                                                                                           | UnityShader |       -130 |        -18 |        -31 |       -179 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_Bitmap-Custom-Atlas.shader                                                                                                              | UnityShader |       -113 |         -2 |        -31 |       -146 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_Bitmap-Mobile.shader                                                                                                                    | UnityShader |       -123 |         -3 |        -30 |       -156 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_Bitmap.shader                                                                                                                           | UnityShader |       -113 |         -2 |        -31 |       -146 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_SDF Overlay.shader                                                                                                                      | UnityShader |       -253 |         -4 |        -70 |       -327 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_SDF SSD.shader                                                                                                                          | UnityShader |       -253 |         -4 |        -65 |       -322 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile Masking.shader                                                                                                               | UnityShader |       -198 |        -10 |        -51 |       -259 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile Overlay.shader                                                                                                               | UnityShader |       -193 |         -8 |        -52 |       -253 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile SSD.shader                                                                                                                   | UnityShader |        -82 |         -4 |        -21 |       -107 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile-2-Pass.shader                                                                                                                | UnityShader |       -290 |        -15 |        -85 |       -390 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_SDF-Mobile.shader                                                                                                                       | UnityShader |       -192 |         -8 |        -51 |       -251 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_SDF-Surface-Mobile.shader                                                                                                               | UnityShader |       -104 |         -8 |        -28 |       -140 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_SDF-Surface.shader                                                                                                                      | UnityShader |       -123 |         -4 |        -33 |       -160 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_SDF.shader                                                                                                                              | UnityShader |       -253 |         -4 |        -70 |       -327 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMP_Sprite.shader                                                                                                                           | UnityShader |       -111 |          0 |        -21 |       -132 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMPro.cginc                                                                                                                                 | UnityShader |        -63 |         -2 |        -20 |        -85 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMPro_Mobile.cginc                                                                                                                          | UnityShader |       -129 |         -2 |        -35 |       -166 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMPro_Properties.cginc                                                                                                                      | UnityShader |        -62 |         -6 |        -13 |        -81 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Shaders\TMPro_Surface.cginc                                                                                                                         | UnityShader |        -75 |         -7 |        -18 |       -100 |
| c:\Users\karen\Armor Echo\Assets\TextMesh Pro\Sprites\EmojiOne.json                                                                                                                               | JSON        |       -155 |          0 |         -2 |       -157 |
| Total                                                                                                                                                                                             |             |    -59,885 |     -6,823 |    -11,434 |    -78,142 |
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------+------------+------------+------------+------------+
